Author,Date,Area,,,,
Vaibhav Jain ,Wed Aug 28 13:57:29 2019,530,,,,
Valdis Kl¨¥tnieks ,Thu Feb 27 21:49:52 2020,-500,,,,
Valentin Schneider ,Wed Jan 15 16:09:15 2020,0,,,,
Vandita Kulkarni ,Fri Jan 24 18:28:29 2020,530,,,,
Vasily Averin ,Thu Feb 20 20:04:18 2020,-800,,,,
Vasily Gorbik ,Tue Feb 11 20:14:28 2020,100,,,,
Vasily Khoruzhick ,Tue Jan 7 20:20:18 2020 ,-800,,,,
Vasundhara Volam ,Sun Mar 1 22:07:17 2020 ,-500,,,,
Veerabhadrarao Badiganti ,Mon Jan 20 20:08:38 2020,530,,,,
Venkatesh Yadav Abbarapu ,Thu Jan 9 17:07:59 2020 ,530,,,,
"Verma, Aashish ",Fri Feb 7 15:33:54 2020 ,800,,,,
Victor Kamensky ,Tue Feb 11 11:24:34 2020,-800,,,,
Vignesh Raghavendra ,Fri Feb 14 11:14:36 2020,200,,,,
Ville Syrj??l?? ,Fri Jan 10 20:32:23 2020,200,,,,
Vinay Kumar Yadav ,Tue Jan 14 17:58:48 2020,530,,,,
Vincent Chen ,Fri Feb 21 10:47:55 2020,800,,,,
Vincent Guittot ,Tue Feb 18 15:45:34 2020,100,,,,
Vincent Prince ,Thu Jan 23 15:05:44 2020,100,,,,
Vincent Whitchurch ,Thu Jan 23 17:09:06 2020,100,,,,
Vincenzo Frascino ,Fri Jan 10 13:39:26 2020,100,,,,
Vineet Gupta ,Tue Mar 3 22:10:01 2020 ,-800,,,,
Vinicius Costa Gomes ,Mon Mar 9 10:39:53 2020 ,-700,,,,
Vinod Koul ,Tue Jan 28 18:20:32 2020,530,,,,
Viresh Kumar ,Mon Jan 20 11:29:05 2020,530,,,,
Vishal Kulkarni ,Mon Mar 2 10:54:13 2020 ,530,,,,
Vitaly Kuznetsov ,Mon Mar 9 16:52:11 2020 ,100,,,,
Vitaly Wool ,Thu Jan 30 22:15:04 2020,-800,,,,
Vitor Soares ,Tue Sep 3 12:35:54 2019 ,200,,,,
Vivek Goyal ,Wed Feb 5 08:15:46 2020 ,-500,,,,
Vivek Kasireddy ,Fri Jan 17 16:58:48 2020,-800,,,,
Vlad Buslov ,Tue Jan 21 20:08:42 2020,200,,,,
Vladimir Murzin ,Mon Jan 20 10:36:02 2020,0,,,,
Vladimir Oltean ,Tue Mar 10 03:28:18 2020,200,,,,
Vladis Dronov ,Sun Mar 8 09:08:55 2020 ,100,,,,
Vlastimil Babka ,Sat Mar 21 18:22:37 2020,-700,,,,
Voon Weifeng ,Fri Feb 7 15:34:28 2020 ,800,,,,
Waiman Long ,Mon Jan 13 10:07:35 2020,-500,,,,
Wambui Karuga ,Tue Dec 31 23:57:34 2019,300,,,,
Wang Hai ,Sat Oct 26 09:57:38 2019,800,,,,
Wang Long ,Wed Dec 18 20:38:18 2019,800,,,,
Wang Xuerui ,Thu Jan 23 12:04:09 2020,800,,,,
"Wang, Peng 1. (NSB - CN/Hangzhou) ",Mon Nov 25 02:04:13 2019,0,,,,
wangyan ,Thu Feb 20 21:46:14 2020,800,,,,
Wanpeng Li ,Mon Mar 2 15:15:36 2020 ,800,,,,
Wayne Lin ,Fri Jan 17 14:03:50 2020,800,,,,
Wei Hu ,Mon Dec 9 15:57:49 2019 ,800,,,,
Wei Li ,Fri Feb 14 15:26:52 2020,200,,,,
Wei Liu ,Wed Mar 4 14:47:09 2020 ,0,,,,
Wei Yang ,Thu Feb 20 20:04:27 2020,-800,,,,
Wei Yongjun ,Fri Jan 17 02:41:49 2020,0,,,,
Weihang Li ,Sat Jan 11 18:32:39 2020,800,,,,
Wen Gong ,Tue Dec 31 17:27:06 2019,800,,,,
Wen He ,Fri Dec 13 16:34:02 2019,800,,,,
Wen Xiong ,Fri Mar 6 09:57:28 2020 ,-600,,,,
Wen Yang ,Mon Jan 13 16:29:29 2020,-800,,,,
Wen-chien Jesse Sung ,Mon Feb 24 17:54:26 2020,800,,,,
Wenjing Liu ,Mon Jan 13 17:05:42 2020,-500,,,,
Wenwen Wang ,Sat Feb 1 20:38:38 2020 ,0,,,,
wenxu ,Sun Jan 19 13:18:30 2020,800,,,,
Wesley Sheng ,Mon Jan 6 12:03:30 2020 ,-700,,,,
Will Deacon ,Fri Nov 8 16:48:38 2019 ,100,,,,
Willem de Bruijn ,Mon Mar 9 11:34:35 2020 ,-400,,,,
William Dauchy ,Thu Feb 13 18:19:22 2020,100,,,,
Wolfram Sang ,Fri Mar 13 16:32:28 2020,100,,,,
Wyatt Wood ,Wed Dec 18 15:11:55 2019,-500,,,,
Xiang Chen ,Mon Jan 20 20:22:32 2020,800,,,,
Xiao Yang ,Wed Mar 18 18:34:16 2020,800,,,,
Xiaochen Shen ,Thu Jan 9 00:28:06 2020 ,800,,,,
xiaofeng.yan ,Mon Jan 20 14:26:39 2020,800,,,,
Xiaoguang Wang ,Tue Feb 25 22:12:08 2020,800,,,,
Xiaoyao Li ,Sun Feb 16 18:48:57 2020,800,,,,
Xin Long ,Tue Feb 18 12:07:53 2020,800,,,,
xinhui pan ,Wed Jan 22 11:03:30 2020,800,,,,
Xiong ,Thu Jan 30 22:11:27 2020,-800,,,,
Xiubo Li ,Tue Feb 11 01:53:16 2020,-500,,,,
Xu Wang ,Tue Jan 7 10:00:35 2020 ,0,,,,
Yang Shi ,Thu Jan 30 22:11:24 2020,-800,,,,
Yangbo Lu ,Mon Dec 16 18:01:11 2019,800,,,,
yangerkun ,Wed Mar 4 15:25:56 2020 ,800,,,,
Yangtao Li ,Sun Dec 29 07:04:19 2019,0,,,,
Yan-Hsuan Chuang ,Tue Jan 7 22:27:29 2020 ,800,,,,
Yash Shah ,Tue Jan 7 22:09:06 2020 ,-800,,,,
Yauhen Kharuzhy ,Thu Jan 2 01:46:26 2020 ,300,,,,
Yazen Ghannam ,Fri Jan 10 01:56:51 2020,0,,,,
Yevgeny Kliteynik ,Mon Jan 20 11:51:36 2020,200,,,,
Yi Zhang ,Fri Feb 14 18:48:02 2020,800,,,,
Yicong Yang ,Fri Dec 13 19:44:34 2019,800,,,,
Yintian Tao ,Fri Feb 28 14:24:42 2020,800,,,,
Yishai Hadas ,Wed Feb 12 09:26:32 2020,200,,,,
Yonatan Cohen ,Wed Feb 12 09:26:34 2020,200,,,,
Yong Zhao ,Wed Jan 29 19:55:47 2020,-500,,,,
Yong Zhi ,Fri Jan 31 14:40:32 2020,-600,,,,
yong.liang ,Wed Jan 15 16:58:28 2020,800,,,,
Yonghong Song ,Wed Feb 19 15:47:57 2020,-800,,,,
Yonghyun Hwang ,Wed Feb 26 12:30:06 2020,-800,,,,
Yonglong Liu ,Thu Mar 12 15:11:03 2020,800,,,,
Yongqiang Sun ,Thu Jan 23 16:30:15 2020,-500,,,,
Yoshiki Komachi ,Fri Jan 17 16:05:33 2020,900,,,,
You-Sheng Yang ,Wed Feb 26 23:37:10 2020,800,,,,
yu kuai ,Fri Jan 3 20:09:25 2020 ,800,,,,
Yu Zhao ,Thu Jan 30 22:15:10 2020,-800,,,,
Yue Hu ,Mon Jan 20 18:29:49 2020,800,,,,
YueHaibing ,Mon Feb 3 15:27:24 2020 ,0,,,,
Yufeng Mo ,Fri Feb 14 09:53:41 2020,800,,,,
Yu-Hsuan Hsu ,Sun Jan 12 13:49:00 2020,800,,,,
Yuji Sasaki ,Fri Feb 14 13:13:40 2020,530,,,,
Yuki Taguchi ,Mon Jan 20 13:48:37 2020,900,,,,
Yulia Kartseva ,Thu Jan 30 15:13:10 2020,-800,,,,
Yunfeng Ye ,Thu Jan 30 22:17:26 2020,-800,,,,
Yunsheng Lin ,Tue Jan 21 16:42:06 2020,800,,,,
Yurii Monakov ,Fri Oct 4 18:48:11 2019 ,300,,,,
Yury Norov ,Mon Feb 3 17:37:41 2020 ,-800,,,,
Yuti Amonkar ,Mon Jan 6 13:22:40 2020 ,100,,,,
Zaibo Xu ,Sat Jan 11 16:58:18 2020,800,,,,
Zak Hays ,Mon Dec 9 18:57:23 2019 ,0,,,,
Zeng Tao ,Fri Jan 17 09:52:52 2020,800,,,,
Zenghui Yu ,Fri Feb 21 10:07:25 2020,800,,,,
Zhan Liu ,Tue Jan 28 16:38:53 2020,-500,,,,
Zhang Xiaoxu ,Wed Mar 4 10:24:29 2020 ,800,,,,
zhangyi (F) ,Thu Feb 13 14:38:21 2020,800,,,,
Zheng Bin ,Mon Jan 13 10:16:17 2020,800,,,,
zhengbin ,Thu Jan 30 22:11:36 2020,-800,,,,
Zhengyuan Liu ,Fri Dec 20 10:21:28 2019,800,,,,
zhenwei pi ,Thu Jan 2 10:35:13 2020 ,800,,,,
Zhenyu Wang ,Tue Mar 3 13:54:12 2020 ,800,,,,
Zhenzhong Duan ,Thu Mar 12 14:09:54 2020,800,,,,
Zhi Chen ,Tue Jan 14 12:35:21 2020,800,,,,
Zhihao Cheng ,Sat Jan 11 17:50:36 2020,800,,,,
Zhiqiang Liu ,Tue Feb 4 19:30:20 2020 ,800,,,,
Zhou Wang ,Thu Jan 16 14:10:57 2020,800,,,,
Zhu Yanjun ,Wed Feb 12 09:26:33 2020,200,,,,
Zhuang Yanying ,Sat Oct 12 11:37:31 2019,800,,,,
Zong Li ,Fri Feb 7 17:52:45 2020 ,800,,,,
Zong-Zhe Yang ,Fri Dec 20 17:21:56 2019,800,,,,
ÖÜçü½Ü (Zhou Yanjie) ,Sun Feb 16 20:10:28 2020,800,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
