作者,fix总数,fix过的提交种类数,此人进行过的merge总数,此人merge过的库的种类数,commit总数
Kristian Evensen ,3,2,#N/A,3,
Krzysztof Kozlowski ,36,2,#N/A,3,
Krzysztof Kozlowski ,36,2,#N/A,3,
Kunihiko Hayashi ,2,2,#N/A,3,
Kunihiko Hayashi ,2,2,#N/A,3,
Kuninori Morimoto ,28,1,#N/A,3,
Kuninori Morimoto ,28,1,#N/A,3,
Kuniyuki Iwashima ,1,1,#N/A,3,
Kuniyuki Iwashima ,1,1,#N/A,3,
Kuppuswamy Sathyanarayanan ,1,1,#N/A,3,
Kuppuswamy Sathyanarayanan ,1,1,#N/A,3,
Lai Jiangshan ,8,1,#N/A,3,
Lai Jiangshan ,8,1,#N/A,3,
Lakshmi Ramasubramanian ,4,2,#N/A,3,
Lakshmi Ramasubramanian ,4,2,#N/A,3,
Larry Finger ,6,1,#N/A,3,
Larry Finger ,6,1,#N/A,3,
Lars M??llendorf ,1,1,#N/A,3,
Lars M??llendorf ,1,1,#N/A,3,
Lars-Peter Clausen ,1,1,#N/A,3,
Lars-Peter Clausen ,1,1,#N/A,3,
Laurentiu Tudor ,2,1,#N/A,3,
Laurentiu Tudor ,2,1,#N/A,3,
Lee Jones ,1,1,#N/A,1,
Lee Jones ,1,1,#N/A,1,
Len Brown ,5,1,#N/A,1,
Len Brown ,5,1,#N/A,1,
Leo Liu ,2,1,#N/A,1,
Leo Liu ,2,1,#N/A,1,
Leo Yan ,2,1,#N/A,1,
Leo Yan ,2,1,#N/A,1,
Leon Romanovsky ,8,4,#N/A,1,
Leon Romanovsky ,8,4,#N/A,1,
Leonard Crestez ,7,7,#N/A,1,
Leonard Crestez ,7,7,#N/A,1,
Leonardo Bras ,2,1,#N/A,1,
Leonardo Bras ,2,1,#N/A,1,
Lewis Huang ,4,1,#N/A,1,
Lewis Huang ,4,1,#N/A,1,
Ley Foon Tan ,2,2,#N/A,1,
Ley Foon Tan ,2,2,#N/A,1,
Li Guanglei ,1,1,#N/A,1,
Li Guanglei ,1,1,#N/A,1,
Li RongQing ,3,2,#N/A,1,
Li RongQing ,3,2,#N/A,1,
Li Xinhai ,1,1,#N/A,1,
Li Xinhai ,1,1,#N/A,1,
Liang Chen ,1,1,#N/A,1,
Liang Chen ,1,1,#N/A,1,
lijiazi ,1,1,#N/A,1,
lijiazi ,1,1,#N/A,1,
Lijun Ou ,2,1,#N/A,1,
Lijun Ou ,2,1,#N/A,1,
Liming Sun ,1,1,#N/A,1,
Liming Sun ,1,1,#N/A,1,
Linu Cherian ,1,1,#N/A,1,
Linu Cherian ,1,1,#N/A,1,
Linus Torvalds ,480,3,#N/A,435,
Linus Torvalds ,480,3,#N/A,435,
Linus Walleij ,28,5,#N/A,12,
Linus Walleij ,28,5,#N/A,12,
Liu Song ,2,1,#N/A,12,
Liu Song ,2,1,#N/A,12,
Logan Gunthorpe ,11,3,#N/A,12,
Logan Gunthorpe ,11,3,#N/A,12,
Loic Poulain ,1,1,#N/A,12,
Loic Poulain ,1,1,#N/A,12,
Lokesh Vutla ,1,1,#N/A,12,
Lokesh Vutla ,1,1,#N/A,12,
Long Li ,1,1,#N/A,12,
Long Li ,1,1,#N/A,12,
Lorenz Bauer ,6,5,#N/A,12,
Lorenz Bauer ,6,5,#N/A,12,
Lorenzo Bianconi ,9,7,#N/A,12,
Lorenzo Bianconi ,9,7,#N/A,12,
Lu Baolu ,3,1,#N/A,12,
Lu Baolu ,3,1,#N/A,12,
Lu Shuaibing ,1,1,#N/A,12,
Lu Shuaibing ,1,1,#N/A,12,
luanshi ,1,1,#N/A,12,
luanshi ,1,1,#N/A,12,
Lubomir Rintel ,3,2,#N/A,12,
Lubomir Rintel ,3,2,#N/A,12,
Luc Van Oostenryck ,3,1,#N/A,12,
Luc Van Oostenryck ,3,1,#N/A,12,
Luca Ceresoli ,29,1,#N/A,12,
Luca Ceresoli ,29,1,#N/A,12,
Luca Coelho ,1,1,#N/A,12,
Luca Coelho ,1,1,#N/A,12,
Luca Weiss ,2,2,#N/A,12,
Luca Weiss ,2,2,#N/A,12,
Lucas De Marchi ,1,1,#N/A,12,
Lucas De Marchi ,1,1,#N/A,12,
Lucas Stach ,1,1,#N/A,12,
Lucas Stach ,1,1,#N/A,12,
Lucas Tanure ,1,1,#N/A,12,
Lucas Tanure ,1,1,#N/A,12,
Luis Henriques ,2,2,#N/A,12,
Luis Henriques ,2,2,#N/A,12,
Luiz Augusto von Dentz ,7,1,#N/A,12,
Luiz Augusto von Dentz ,7,1,#N/A,12,
Lukas Bulwahn ,8,4,#N/A,12,
Lukas Bulwahn ,8,4,#N/A,12,
Lukas Wunner ,9,3,#N/A,12,
Lukas Wunner ,9,3,#N/A,12,
Luo bin ,3,1,#N/A,12,
Luo bin ,3,1,#N/A,12,
Luo Jiaxing ,3,1,#N/A,12,
Luo Jiaxing ,3,1,#N/A,12,
Luuk Paulussen ,1,1,#N/A,12,
Luuk Paulussen ,1,1,#N/A,12,
Lyude Paul ,10,3,#N/A,12,
Lyude Paul ,10,3,#N/A,12,
Ma Jun ,1,1,#N/A,12,
Ma Jun ,1,1,#N/A,12,
Maarten Brock ,3,1,#N/A,12,
Maarten Brock ,3,1,#N/A,12,
Maarten Lankhorst ,1,1,#N/A,2,
Maarten Lankhorst ,1,1,#N/A,2,
Maciej Fijalkowski ,3,3,#N/A,2,
Maciej Fijalkowski ,3,3,#N/A,2,
Maciej S. Szmigiero ,2,1,#N/A,2,
Maciej S. Szmigiero ,2,1,#N/A,2,
Madalin Bucur ,9,1,#N/A,2,
Madalin Bucur ,9,1,#N/A,2,
Madhuparna Bhowmik ,20,1,#N/A,2,
Madhuparna Bhowmik ,20,1,#N/A,2,
Magnus Karlsson ,2,1,#N/A,2,
Magnus Karlsson ,2,1,#N/A,2,
Mahesh Bandewar ,3,3,#N/A,2,
Mahesh Bandewar ,3,3,#N/A,2,
Maital Hahn ,1,1,#N/A,2,
Maital Hahn ,1,1,#N/A,2,
MaJun ,1,1,#N/A,2,
MaJun ,1,1,#N/A,2,
Malcolm Priestley ,6,2,#N/A,2,
Malcolm Priestley ,6,2,#N/A,2,
Manfred Spraul ,4,2,#N/A,2,
Manfred Spraul ,4,2,#N/A,2,
Manish Chopra ,1,1,#N/A,2,
Manish Chopra ,1,1,#N/A,2,
Manish Narani ,1,1,#N/A,2,
Manish Narani ,1,1,#N/A,2,
Manivannan Sadhasivam ,4,1,#N/A,2,
Manivannan Sadhasivam ,4,1,#N/A,2,
Mans Rullgard ,1,1,#N/A,2,
Mans Rullgard ,1,1,#N/A,2,
Mansour Behabadi ,1,1,#N/A,2,
Mansour Behabadi ,1,1,#N/A,2,
Mao Han ,1,1,#N/A,2,
Mao Han ,1,1,#N/A,2,
Maoguang Meng ,1,1,#N/A,2,
Maoguang Meng ,1,1,#N/A,2,
Maor Gottlieb ,3,3,#N/A,2,
Maor Gottlieb ,3,3,#N/A,2,
Marc Zyngier ,21,6,#N/A,2,
Marc Zyngier ,21,6,#N/A,2,
Marcel Holtmann ,3,1,#N/A,2,
Marcel Holtmann ,3,1,#N/A,2,
Marcel Ziswiler ,1,1,#N/A,2,
Marcel Ziswiler ,1,1,#N/A,2,
Marco Elver ,1,1,#N/A,2,
Marco Elver ,1,1,#N/A,2,
Marco Felsch ,14,3,#N/A,2,
Marco Felsch ,14,3,#N/A,2,
Marcos Paulo de Souza ,2,1,#N/A,2,
Marcos Paulo de Souza ,2,1,#N/A,2,
Marek Behún ,1,1,#N/A,2,
Marek Behún ,1,1,#N/A,2,
Marek Marczykowski-Górecki ,1,1,#N/A,2,
Marek Marczykowski-Górecki ,1,1,#N/A,2,
Marek Szyprowski ,10,5,#N/A,2,
Marek Szyprowski ,10,5,#N/A,2,
Marek Vasut ,8,2,#N/A,2,
Marek Vasut ,8,2,#N/A,2,
Mario Kleiner ,4,1,#N/A,2,
Mario Kleiner ,4,1,#N/A,2,
Marios Pomonis ,13,12,#N/A,2,
Marios Pomonis ,13,12,#N/A,2,
Mark Brown ,21,2,#N/A,13,
Mark Brown ,21,2,#N/A,13,
Mark Rutland ,11,3,#N/A,13,
Mark Rutland ,11,3,#N/A,13,
Mark Tomlinson ,1,1,#N/A,13,
Mark Tomlinson ,1,1,#N/A,13,
Mark Zhang ,2,2,#N/A,13,
Mark Zhang ,2,2,#N/A,13,
Markus Reichl ,1,1,#N/A,13,
Markus Reichl ,1,1,#N/A,13,
Markus Theil ,1,1,#N/A,13,
Markus Theil ,1,1,#N/A,13,
Martijn Coenen ,1,1,#N/A,13,
Martijn Coenen ,1,1,#N/A,13,
Martin Blumenstingl ,3,1,#N/A,13,
Martin Blumenstingl ,3,1,#N/A,13,
Martin Fuzzey ,2,1,#N/A,13,
Martin Fuzzey ,2,1,#N/A,13,
Martin KaFai Lau ,13,6,#N/A,1,
Martin KaFai Lau ,13,6,#N/A,1,
Martin Kepplinger ,1,1,#N/A,1,
Martin Kepplinger ,1,1,#N/A,1,
Martin Leung ,2,1,#N/A,1,
Martin Leung ,2,1,#N/A,1,
Martin Schiller ,2,1,#N/A,1,
Martin Schiller ,2,1,#N/A,1,
Martin Tsai ,1,1,#N/A,1,
Martin Tsai ,1,1,#N/A,1,
Masahiro Yamada ,61,5,#N/A,1,
Masahiro Yamada ,61,5,#N/A,1,
Masami Hiramatsu ,49,4,#N/A,1,
Masami Hiramatsu ,49,4,#N/A,1,
Masami Ichikawa ,1,1,#N/A,1,
Masami Ichikawa ,1,1,#N/A,1,
Masanari Iida ,3,1,#N/A,1,
Masanari Iida ,3,1,#N/A,1,
Mat Martineau ,6,1,#N/A,1,
Mat Martineau ,6,1,#N/A,1,
Mateusz Nosek ,2,1,#N/A,1,
Mateusz Nosek ,2,1,#N/A,1,
Matheus Castello ,1,1,#N/A,1,
Matheus Castello ,1,1,#N/A,1,
Mathias Kresin ,1,1,#N/A,1,
Mathias Kresin ,1,1,#N/A,1,
Mathias Nyman ,5,2,#N/A,1,
Mathias Nyman ,5,2,#N/A,1,
Mathieu Desnoyers ,1,1,#N/A,1,
Mathieu Desnoyers ,1,1,#N/A,1,
Matt Coffin ,1,1,#N/A,1,
Matt Coffin ,1,1,#N/A,1,
Matt Ranostay ,1,1,#N/A,1,
Matt Ranostay ,1,1,#N/A,1,
Matt Roper ,4,4,#N/A,1,
Matt Roper ,4,4,#N/A,1,
Matteo Croce ,3,2,#N/A,1,
Matteo Croce ,3,2,#N/A,1,
Matthew Auld ,2,2,#N/A,1,
Matthew Auld ,2,2,#N/A,1,
Matthew Garrett ,1,1,#N/A,1,
Matthew Garrett ,1,1,#N/A,1,
Matthew Wilcox (Oracle) ,5,1,#N/A,1,
Matthew Wilcox (Oracle) ,5,1,#N/A,1,
Matthias Brugger ,1,1,#N/A,1,
Matthias Brugger ,1,1,#N/A,1,
Matthias Fend ,1,1,#N/A,1,
Matthias Fend ,1,1,#N/A,1,
Matthias Kaehlcke ,1,1,#N/A,1,
Matthias Kaehlcke ,1,1,#N/A,1,
Matthias Reichl ,1,1,#N/A,1,
Matthias Reichl ,1,1,#N/A,1,
Matthieu Baerts ,3,3,#N/A,1,
Matthieu Baerts ,3,3,#N/A,1,
Matti Vaittinen ,11,2,#N/A,1,
Matti Vaittinen ,11,2,#N/A,1,
Matwey V. Kornilov ,1,1,#N/A,1,
Matwey V. Kornilov ,1,1,#N/A,1,
Mauro Carvalho Chehab ,34,1,#N/A,1,
Mauro Carvalho Chehab ,34,1,#N/A,1,
Mauro Rossi ,1,1,#N/A,1,
Mauro Rossi ,1,1,#N/A,1,
Max Filippov ,9,1,#N/A,1,
Max Filippov ,9,1,#N/A,1,
Max Gurtovoy ,1,1,#N/A,1,
Max Gurtovoy ,1,1,#N/A,1,
Maxim Kiselev ,1,1,#N/A,1,
Maxim Kiselev ,1,1,#N/A,1,
Maxim Mikityanskiy ,2,1,#N/A,1,
Maxim Mikityanskiy ,2,1,#N/A,1,
Maxime Ripard ,4,4,#N/A,1,
Maxime Ripard ,4,4,#N/A,1,
Md Fahad Iqbal Polash ,2,1,#N/A,1,
Md Fahad Iqbal Polash ,2,1,#N/A,1,
Megha Dey ,2,2,#N/A,1,
Megha Dey ,2,2,#N/A,1,
Meir Lichtinger ,1,1,#N/A,1,
Meir Lichtinger ,1,1,#N/A,1,
Mel Gorman ,3,1,#N/A,1,
Mel Gorman ,3,1,#N/A,1,
Mert Dirik ,1,1,#N/A,1,
Mert Dirik ,1,1,#N/A,1,
Miaohe Lin ,23,1,#N/A,1,
Miaohe Lin ,23,1,#N/A,1,
Micha?? Miros??aw ,9,4,#N/A,1,
Micha?? Miros??aw ,9,4,#N/A,1,
Micha?? Winiarski ,2,1,#N/A,1,
Micha?? Winiarski ,2,1,#N/A,1,
Michael Auchter ,1,1,#N/A,1,
Michael Auchter ,1,1,#N/A,1,
Michael Bringmann ,1,1,#N/A,1,
Michael Bringmann ,1,1,#N/A,1,
Michael Chan ,12,6,#N/A,1,
Michael Chan ,12,6,#N/A,1,
Michael Ellerman ,18,3,#N/A,1,
Michael Ellerman ,18,3,#N/A,1,
Michael Grzeschik ,1,1,#N/A,1,
Michael Grzeschik ,1,1,#N/A,1,
Michael Guralnik ,8,3,#N/A,1,
Michael Guralnik ,8,3,#N/A,1,
Michael Petlan ,1,1,#N/A,1,
Michael Petlan ,1,1,#N/A,1,
Michael S. Tsirkin ,1,1,#N/A,1,
Michael S. Tsirkin ,1,1,#N/A,1,
Michael Straube ,14,1,#N/A,1,
Michael Straube ,14,1,#N/A,1,
Michael Strauss ,2,1,#N/A,1,
Michael Strauss ,2,1,#N/A,1,
Michael Walle ,13,4,#N/A,1,
Michael Walle ,13,4,#N/A,1,
Michal Hocko ,1,1,#N/A,1,
Michal Hocko ,1,1,#N/A,1,
Michal Kalderon ,14,2,#N/A,1,
Michal Kalderon ,14,2,#N/A,1,
Michal Koutn?? ,2,1,#N/A,1,
Michal Koutn?? ,2,1,#N/A,1,
Michal Kubecek ,9,2,#N/A,1,
Michal Kubecek ,9,2,#N/A,1,
Michal Rostecki ,1,1,#N/A,1,
Michal Rostecki ,1,1,#N/A,1,
Michal Simek ,6,2,#N/A,1,
Michal Simek ,6,2,#N/A,1,
Michal Swiatkowski ,1,1,#N/A,1,
Michal Swiatkowski ,1,1,#N/A,1,
Michal Wajdeczko ,4,1,#N/A,1,
Michal Wajdeczko ,4,1,#N/A,1,
Miguel Ojeda ,1,1,#N/A,1,
Miguel Ojeda ,1,1,#N/A,1,
Mika Westerberg ,31,5,#N/A,1,
Mika Westerberg ,31,5,#N/A,1,
Mike Christie ,1,1,#N/A,1,
Mike Christie ,1,1,#N/A,1,
Mike Gilbert ,1,1,#N/A,1,
Mike Gilbert ,1,1,#N/A,1,
Mike Jones ,1,1,#N/A,1,
Mike Jones ,1,1,#N/A,1,
Mike Marciniszyn ,1,1,#N/A,1,
Mike Marciniszyn ,1,1,#N/A,1,
Mike Rapoport ,3,1,#N/A,1,
Mike Rapoport ,3,1,#N/A,1,
Mike Snitzer ,6,3,#N/A,1,
Mike Snitzer ,6,3,#N/A,1,
Mikhail Karpenko ,1,1,#N/A,1,
Mikhail Karpenko ,1,1,#N/A,1,
Mikhail Petrov ,1,1,#N/A,1,
Mikhail Petrov ,1,1,#N/A,1,
Mikhail Zaslonko ,6,1,#N/A,1,
Mikhail Zaslonko ,6,1,#N/A,1,
Mikita Lipski ,3,1,#N/A,1,
Mikita Lipski ,3,1,#N/A,1,
Miklos Szeredi ,7,6,#N/A,1,
Miklos Szeredi ,7,6,#N/A,1,
Mikulas Patocka ,11,5,#N/A,1,
Mikulas Patocka ,11,5,#N/A,1,
Milan Broz ,2,2,#N/A,1,
Milan Broz ,2,2,#N/A,1,
Milan Pandurov ,1,1,#N/A,1,
Milan Pandurov ,1,1,#N/A,1,
Miles Chen ,1,1,#N/A,1,
Miles Chen ,1,1,#N/A,1,
Milind Parab ,1,1,#N/A,1,
Milind Parab ,1,1,#N/A,1,
Mimi Zohar ,1,1,#N/A,1,
Mimi Zohar ,1,1,#N/A,1,
Min Guo ,5,1,#N/A,1,
Min Guo ,5,1,#N/A,1,
Minas Harutyunyan ,3,3,#N/A,1,
Minas Harutyunyan ,3,3,#N/A,1,
Ming Lei ,4,2,#N/A,1,
Ming Lei ,4,2,#N/A,1,
Miquel Raynal ,5,1,#N/A,2,
Miquel Raynal ,5,1,#N/A,2,
Miroslav Benes ,3,1,#N/A,2,
Miroslav Benes ,3,1,#N/A,2,
Mohammed Gamal ,1,1,#N/A,2,
Mohammed Gamal ,1,1,#N/A,2,
Mohan Kumar ,2,1,#N/A,2,
Mohan Kumar ,2,1,#N/A,2,
Mohit P. Tahiliani ,10,1,#N/A,2,
Mohit P. Tahiliani ,10,1,#N/A,2,
Moni Shoua ,5,1,#N/A,2,
Moni Shoua ,5,1,#N/A,2,
Monk Liu ,1,1,#N/A,2,
Monk Liu ,1,1,#N/A,2,
Mordechay Goodstein ,1,1,#N/A,2,
Mordechay Goodstein ,1,1,#N/A,2,
Moritz Fischer ,1,1,#N/A,2,
Moritz Fischer ,1,1,#N/A,2,
Moshe Shemesh ,1,1,#N/A,2,
Moshe Shemesh ,1,1,#N/A,2,
Murphy Zhou ,3,1,#N/A,2,
Murphy Zhou ,3,1,#N/A,2,
Nagarjuna Kristam ,1,1,#N/A,2,
Nagarjuna Kristam ,1,1,#N/A,2,
Naoto Kobayashi ,1,1,#N/A,2,
Naoto Kobayashi ,1,1,#N/A,2,
Nariman Etemadi ,1,1,#N/A,2,
Nariman Etemadi ,1,1,#N/A,2,
Nathan Chancellor ,18,13,#N/A,2,
Nathan Chancellor ,18,13,#N/A,2,
Naveen N. Rao ,1,1,#N/A,2,
Naveen N. Rao ,1,1,#N/A,2,
Navid Emamdoost ,1,1,#N/A,2,
Navid Emamdoost ,1,1,#N/A,2,
Neal Cardwell ,1,1,#N/A,2,
Neal Cardwell ,1,1,#N/A,2,
Nicholas Johnson ,9,1,#N/A,2,
Nicholas Johnson ,9,1,#N/A,2,
Nicholas Kazlauskas ,12,1,#N/A,2,
Nicholas Kazlauskas ,12,1,#N/A,2,
Nicholas Piggin ,1,1,#N/A,2,
Nicholas Piggin ,1,1,#N/A,2,
Nick Black ,1,1,#N/A,2,
Nick Black ,1,1,#N/A,2,
Nick Desaulniers ,1,1,#N/A,2,
Nick Desaulniers ,1,1,#N/A,2,
Nick Hu ,3,1,#N/A,2,
Nick Hu ,3,1,#N/A,2,
Nicola Lunghi ,1,1,#N/A,2,
Nicola Lunghi ,1,1,#N/A,2,
Nicolai Stange ,2,2,#N/A,2,
Nicolai Stange ,2,2,#N/A,2,
Nicolas Belin ,1,1,#N/A,2,
Nicolas Belin ,1,1,#N/A,2,
Nicolas Cavallari ,1,1,#N/A,2,
Nicolas Cavallari ,1,1,#N/A,2,
Nicolas Dichtel ,2,1,#N/A,2,
Nicolas Dichtel ,2,1,#N/A,2,
Nicolas Ferre ,2,2,#N/A,2,
Nicolas Ferre ,2,2,#N/A,2,
Nicolas Pitre ,1,1,#N/A,2,
Nicolas Pitre ,1,1,#N/A,2,
Nicolas Saenz Julienne ,9,4,#N/A,2,
Nicolas Saenz Julienne ,9,4,#N/A,2,
Nicolin Chen ,1,1,#N/A,2,
Nicolin Chen ,1,1,#N/A,2,
Nigel Kirkland ,1,1,#N/A,2,
Nigel Kirkland ,1,1,#N/A,2,
Nikhil Mahale ,1,1,#N/A,2,
Nikhil Mahale ,1,1,#N/A,2,
Nikita Danilov ,1,1,#N/A,2,
Nikita Danilov ,1,1,#N/A,2,
Nikita Sobolev ,1,1,#N/A,2,
Nikita Sobolev ,1,1,#N/A,2,
Niklas Cassel ,1,1,#N/A,2,
Niklas Cassel ,1,1,#N/A,2,
Niklas S??derlund ,4,1,#N/A,2,
Niklas S??derlund ,4,1,#N/A,2,
Niklas Schnelle ,3,1,#N/A,2,
Niklas Schnelle ,3,1,#N/A,2,
Niko Kortstrom ,1,1,#N/A,2,
Niko Kortstrom ,1,1,#N/A,2,
Nikola Cornij ,1,1,#N/A,2,
Nikola Cornij ,1,1,#N/A,2,
Nikolay Aleksandrov ,14,3,#N/A,2,
Nikolay Aleksandrov ,14,3,#N/A,2,
Nikolay Borisov ,13,3,#N/A,2,
Nikolay Borisov ,13,3,#N/A,2,
Nirmoy Das ,8,1,#N/A,2,
Nirmoy Das ,8,1,#N/A,2,
Nishad Kamdar ,3,1,#N/A,2,
Nishad Kamdar ,3,1,#N/A,2,
Nitesh Narayan Lal ,1,1,#N/A,2,
Nitesh Narayan Lal ,1,1,#N/A,2,
Niu Xilei ,1,1,#N/A,2,
Niu Xilei ,1,1,#N/A,2,
Noah Abradjian ,4,1,#N/A,2,
Noah Abradjian ,4,1,#N/A,2,
Nuno Sá ,2,1,#N/A,2,
Nuno Sá ,2,1,#N/A,2,
Oded Gabbay ,2,1,#N/A,2,
Oded Gabbay ,2,1,#N/A,2,
Oder Chiou ,1,1,#N/A,2,
Oder Chiou ,1,1,#N/A,2,
Ofir Drang ,1,1,#N/A,2,
Ofir Drang ,1,1,#N/A,2,
OGAWA Hirofumi ,1,1,#N/A,2,
OGAWA Hirofumi ,1,1,#N/A,2,
Ole Wiedemann ,1,1,#N/A,2,
Ole Wiedemann ,1,1,#N/A,2,
Oleksandr Suvorov ,2,2,#N/A,2,
Oleksandr Suvorov ,2,2,#N/A,2,
Olga Kornievskaia ,4,2,#N/A,2,
Olga Kornievskaia ,4,2,#N/A,2,
Oliver Neukum ,1,1,#N/A,2,
Oliver Neukum ,1,1,#N/A,2,
Oliver O'Halloran ,23,1,#N/A,2,
Oliver O'Halloran ,23,1,#N/A,2,
Oliver Upton ,8,4,#N/A,2,
Oliver Upton ,8,4,#N/A,2,
Olivier Moysan ,5,2,#N/A,2,
Olivier Moysan ,5,2,#N/A,2,
Olof Johansson ,98,3,#N/A,110,
Olof Johansson ,98,3,#N/A,110,
Omar Sandoval ,12,2,#N/A,110,
Omar Sandoval ,12,2,#N/A,110,
Omer Shpigelman ,1,1,#N/A,110,
Omer Shpigelman ,1,1,#N/A,110,
Ondrej Mosnacek ,5,3,#N/A,110,
Ondrej Mosnacek ,5,3,#N/A,110,
Ong Boon Leong ,1,1,#N/A,110,
Ong Boon Leong ,1,1,#N/A,110,
"Ooi, Joyce ",1,1,#N/A,110,
"Ooi, Joyce ",1,1,#N/A,110,
or: Alex Deucher ,1,1,#N/A,110,
or: Alex Deucher ,1,1,#N/A,110,
or: Kirill A. Shutemov ,1,1,#N/A,110,
or: Kirill A. Shutemov ,1,1,#N/A,110,
or: Peter Rosin ,2,1,#N/A,110,
or: Peter Rosin ,2,1,#N/A,110,
Orr Mazor ,1,1,#N/A,110,
Orr Mazor ,1,1,#N/A,110,
Orson Zhai ,2,1,#N/A,110,
Orson Zhai ,2,1,#N/A,110,
Oscar Ravadilla ,1,1,#N/A,110,
Oscar Ravadilla ,1,1,#N/A,110,
Pablo Neira Ayuso ,18,8,#N/A,1,
Pablo Neira Ayuso ,18,8,#N/A,1,
Pali Rohár ,2,1,#N/A,1,
Pali Rohár ,2,1,#N/A,1,
Pan Xiuli ,2,1,#N/A,1,
Pan Xiuli ,2,1,#N/A,1,
"Pan, Xinhui ",1,1,#N/A,1,
"Pan, Xinhui ",1,1,#N/A,1,
Paolo Abeni ,9,4,#N/A,1,
Paolo Abeni ,9,4,#N/A,1,
Paolo Bonzini ,29,4,#N/A,7,
Paolo Bonzini ,29,4,#N/A,7,
Paolo Lungaroni ,1,1,#N/A,7,
Paolo Lungaroni ,1,1,#N/A,7,
Paolo Valente ,7,1,#N/A,7,
Paolo Valente ,7,1,#N/A,7,
Parav Pandit ,2,1,#N/A,7,
Parav Pandit ,2,1,#N/A,7,
Pascal Paillet ,6,1,#N/A,7,
Pascal Paillet ,6,1,#N/A,7,
Patrice Chotard ,1,1,#N/A,7,
Patrice Chotard ,1,1,#N/A,7,
Patrick Rudolph ,1,1,#N/A,7,
Patrick Rudolph ,1,1,#N/A,7,
Paul Blakey ,14,5,#N/A,7,
Paul Blakey ,14,5,#N/A,7,
Paul Burton ,3,2,#N/A,7,
Paul Burton ,3,2,#N/A,7,
Paul Cercueil ,14,3,#N/A,7,
Paul Cercueil ,14,3,#N/A,7,
Paul E. McKenney ,12,1,#N/A,1,
Paul E. McKenney ,12,1,#N/A,1,
Paul Greenwalt ,1,1,#N/A,1,
Paul Greenwalt ,1,1,#N/A,1,
Paul Hsieh ,2,1,#N/A,1,
Paul Hsieh ,2,1,#N/A,1,
Paul Kocialkowski ,1,1,#N/A,1,
Paul Kocialkowski ,1,1,#N/A,1,
Paul Moore ,3,2,#N/A,1,
Paul Moore ,3,2,#N/A,1,
Paul Thomas ,1,1,#N/A,1,
Paul Thomas ,1,1,#N/A,1,
Paulo Alcantara (SUSE) ,9,3,#N/A,1,
Paulo Alcantara (SUSE) ,9,3,#N/A,1,
Paulo Miguel Almeida ,1,1,#N/A,1,
Paulo Miguel Almeida ,1,1,#N/A,1,
Pavan Chebbi ,1,1,#N/A,1,
Pavan Chebbi ,1,1,#N/A,1,
Pavel ,1,1,#N/A,1,
Pavel ,1,1,#N/A,1,
Pavel Begunkov ,37,3,#N/A,1,
Pavel Begunkov ,37,3,#N/A,1,
Pavel Belous ,3,2,#N/A,1,
Pavel Belous ,3,2,#N/A,1,
Pavel Machek ,2,1,#N/A,1,
Pavel Machek ,2,1,#N/A,1,
Pawan Gupta ,1,1,#N/A,1,
Pawan Gupta ,1,1,#N/A,1,
Peng Fan ,3,2,#N/A,1,
Peng Fan ,3,2,#N/A,1,
Peng Hao ,1,1,#N/A,1,
Peng Hao ,1,1,#N/A,1,
Peng Liu ,1,1,#N/A,1,
Peng Liu ,1,1,#N/A,1,
Peng Wang ,1,1,#N/A,1,
Peng Wang ,1,1,#N/A,1,
Pengcheng Yang ,1,1,#N/A,1,
Pengcheng Yang ,1,1,#N/A,1,
Per Forlin ,2,1,#N/A,1,
Per Forlin ,2,1,#N/A,1,
Peter Chen ,8,5,#N/A,1,
Peter Chen ,8,5,#N/A,1,
Peter Gro??e ,1,1,#N/A,1,
Peter Gro??e ,1,1,#N/A,1,
Peter Krystad ,7,1,#N/A,1,
Peter Krystad ,7,1,#N/A,1,
Peter Mamonov ,1,1,#N/A,1,
Peter Mamonov ,1,1,#N/A,1,
Peter Robinson ,2,2,#N/A,1,
Peter Robinson ,2,2,#N/A,1,
Peter Ujfalusi ,34,2,#N/A,1,
Peter Ujfalusi ,34,2,#N/A,1,
Peter Xu ,5,2,#N/A,1,
Peter Xu ,5,2,#N/A,1,
Peter Zijlstra ,11,4,#N/A,1,
Peter Zijlstra ,11,4,#N/A,1,
Peter Zijlstra (Intel) ,1,1,#N/A,1,
Peter Zijlstra (Intel) ,1,1,#N/A,1,
Petr ??tetiar ,1,1,#N/A,1,
Petr ??tetiar ,1,1,#N/A,1,
Petr Machata ,17,4,#N/A,1,
Petr Machata ,17,4,#N/A,1,
Petr Mladek ,5,1,#N/A,1,
Petr Mladek ,5,1,#N/A,1,
Petr Pavlu ,1,1,#N/A,1,
Petr Pavlu ,1,1,#N/A,1,
Petr Vorel ,1,1,#N/A,1,
Petr Vorel ,1,1,#N/A,1,
Phil Elwell ,1,1,#N/A,1,
Phil Elwell ,1,1,#N/A,1,
Philipp Zabel ,1,1,#N/A,1,
Philipp Zabel ,1,1,#N/A,1,
Philippe Schenker ,1,1,#N/A,1,
Philippe Schenker ,1,1,#N/A,1,
Phong LE ,1,1,#N/A,1,
Phong LE ,1,1,#N/A,1,
Pierre Morel ,1,1,#N/A,1,
Pierre Morel ,1,1,#N/A,1,
Pierre-Louis Bossart ,43,6,#N/A,1,
Pierre-Louis Bossart ,43,6,#N/A,1,
